election_date,list,district_id,constituency_city,votes_count,oath_date,seniority,party_full,city_of_birth,date_of_birth,education,finished_school,occupation,voting_participation,name,party_short,additional_info,party_function,academic_degree,sejm_function,mandate_expiry_date
13-10-2019,Prawo i Sprawiedliwość,4,Bydgoszcz,13305,12-11-2019,poseł VIII kadencji,Klub Parlamentarny Prawo i Sprawiedliwość,Września,29-05-1974,wyższe,"Uniwersytet Kazimierza Wielkiego w Bydgoszczy, Wydział Administracji i Nauk Społecznych, Administracja - magister (2012)",ekonomista,98.0,Kozanecka Ewa,PiS,,,,,
13-10-2019,Prawo i Sprawiedliwość,12,Kraków,12460,12-11-2019,poseł VIII kadencji,Klub Parlamentarny Prawo i Sprawiedliwość,Chrzanów,03-07-1970,wyższe,"Akademia Górniczo-Hutnicza, Górnictwo i Geologia, Techniczna Eksploatacja Złóż Surowców Mineralnych - inżynier (2012)Szkoła Główna Handlowa w Warszawie, MBA Zarządzanie (2017) - studia podyplomowe",inżynier górnik górnictwo podziemne,99.34,Kozik Krzysztof Janusz,PiS,,,,,
13-10-2019,Koalicja Obywatelska,4,Bydgoszcz,9325,12-11-2019,poseł VII kadencji,"Klub Parlamentarny Koalicja Obywatelska - Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni",Więcbork,11-08-1963,wyższe,"Wyższa Szkoła Pedagogiczna w Bydgoszczy, Wydział Pedagogiczny, nauczanie początkowe - magister (1986)Uniwersytet Gdański, Zakład Logopedii, Neurologopedia (2002) - studia podyplomoweUniwersytet Gdański, Zakład Logopedii, Surdologopedia (2003) - studia podyplomowe",pedagog,98.72,Kozłowska Iwona Maria,KO,,,,,
13-10-2019,Prawo i Sprawiedliwość,19,Warszawa,15121,12-11-2019,poseł VIII kadencji,Klub Parlamentarny Prawo i Sprawiedliwość,Warszawa,09-03-1983,wyższe,"Uniwersytet Warszawski, Wydział Dziennikarstwa i Nauk Politycznych, Politologia - magister (2008)",politolog,99.53,Krajewski Jarosław,PiS,,,,,
13-10-2019,Polskie Stronnictwo Ludowe,24,Białystok,13439,12-11-2019,brak,"Klub Parlamentarny Koalicja Polska - PSL, UED, Konserwatyści",Zambrów,08-06-1981,wyższe,"Uniwersytet Warszawski, Wydział Dziennikarstwa i Nauk Politycznych, politologia - magister (2008)Uniwersytet Warmińsko-Mazurski, Polityka Rolna Unii Europejskiej ""Agro-Unia"" (2009) - studia podyplomowe",politolog,98.78,Krajewski Stefan,KP,,,,,
13-10-2019,Prawo i Sprawiedliwość,15,Tarnów,16719,12-11-2019,poseł VIII kadencji,Klub Parlamentarny Prawo i Sprawiedliwość,Chojnów,03-06-1964,wyższe,"Uniwersytet Rzeszowski, Wydział Prawa, Administracja - magister (2004)",parlamentarzysta,99.36,Krajewski Wiesław,PiS,,,,,
13-10-2019,Prawo i Sprawiedliwość,34,Elbląg,19747,12-11-2019,"poseł V kadencji, poseł VI kadencji, poseł VII kadencji, poseł VIII kadencji",Klub Parlamentarny Prawo i Sprawiedliwość,Sopot,08-11-1950,średnie ogólne,Liceum Ogólnokształcące w Gdańsku (1968),parlamentarzysta,99.76,Krasulski Leonard,PiS,członek prezydium klubu,członek prezydium,,,
13-10-2019,Koalicja Obywatelska,6,Lublin,8408,12-11-2019,brak,"Klub Parlamentarny Koalicja Obywatelska - Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni",Lublin,21-03-1978,wyższe,"Uniwersytet Marii Curie-Skłodowskiej w Lublinie, Wydział Ekonomiczny, zarzadzanie i marketing - magister (2002)Wyższa Szkoła Zarządzania i Prawa w Warszawie, marketing polityczny i medialny (2007) - studia podyplomowe",przedstawiciel władzy samorządowej,99.48,Krawczyk Michał,KO,,,,,
13-10-2019,Sojusz Lewicy Demokratycznej,39,Poznań,16061,12-11-2019,brak,"Koalicyjny Klub Poselski Lewicy (Nowa Lewica, Razem)",Gdynia,07-06-1958,wyższe,"Uniwersytet im. Adama Mickiewicza w Poznaniu, Wydział Filologiczny, filologia angielska - magister (1980)Uniwersytet w Edynburgu, Szkoła Studiów Szkockich, Historia kultury szkockiej i jej związki z Polską (1983) - studia podyplomoweWyższa Szkoła Managerów Oświaty w Kaliszu, Uniwersytet Bałtycki, Zarządzanie Oświatą (1999) - studia podyplomoweWyższa Szkoła Zarządzania i Marketingu w Warszawie, Unia Europejska-finanse, prawo, gospodarka (2001) - studia podyplomowe",nauczycielka,98.36,Kretkowska Katarzyna,Lewica,,,,,
13-10-2019,Koalicja Obywatelska,1,Legnica,14714,12-11-2019,"poseł VI kadencji, poseł VII kadencji, poseł VIII kadencji","Klub Parlamentarny Koalicja Obywatelska - Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni",Legnica,23-07-1974,wyższe,"Uniwersytet Wrocławski, Wydział Nauk Społecznych, Politologia - magister (1999)Uniwersytet Wrocławski, nauki prawne - doktor (2006)Uniwersytet Humanistycznospołeczny SWPS, Wydział Prawa, prawo - magister (2018)",parlamentarzysta,95.88,Kropiwnicki Robert,KO,wiceprzewodniczący klubu,wiceprzewodniczący,doktor,,
13-10-2019,Prawo i Sprawiedliwość,4,Bydgoszcz,10418,12-11-2019,"poseł VII kadencji, poseł VIII kadencji",Klub Parlamentarny Prawo i Sprawiedliwość,Bydgoszcz,26-06-1974,wyższe,"Wyższa Szkoła Pedagogiczna w Bydgoszczy, Politologia - magister (1999)Wyższa Szkola Bankowa w Toruniu, Studia Menedżerskie (2012) - studia podyplomoweUniwersytet Gdański, Ekonomia (2016) - studia doktoranckie",politolog,99.91,Król Piotr,PiS,,,,,
13-10-2019,Koalicja Obywatelska,31,Katowice,7604,12-11-2019,poseł VIII kadencji,"Klub Parlamentarny Koalicja Obywatelska - Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni",Jaworzno,22-04-1985,wyższe,"Uniwersytet Śląski, Wydział Radia i Telewizji, Organizacja produkcji filmowej i TV - licencjat (2007)Wyższa Szkoła Europejska w Krakowie, Dziennikarstwo (2008) - studia podyplomowePaństwowa Wyższa Szkoła Filmowa, Telewizyjna i Teatralna w Łodzi, Wydział Operatorski, Realizacja obrazu filmowego, telewizyjnego i fotografia - magister (2010)Wyższa Szkoła Europejska w Krakowie, Akademia zarządzania (2011) - studia podyplomowe",urzędnik samorządowy,99.07,Król Wojciech,KO,,,,,
13-10-2019,Prawo i Sprawiedliwość,33,Kielce,69946,12-11-2019,poseł VIII kadencji,Klub Parlamentarny Prawo i Sprawiedliwość,Warszawa,30-10-1981,wyższe,"Uniwersytet Warszawski, Wydział Filozofii i Socjologii, Socjologia - magister (2008)Szkoła Główna Handlowa w Warszawie, Marketing internetowy (2015) - studia podyplomowe",socjolog,98.57,Krupka Anna,PiS,,,,,
13-10-2019,Sojusz Lewicy Demokratycznej,24,Białystok,13455,12-11-2019,brak,"Koalicyjny Klub Poselski Lewicy (Nowa Lewica, Razem)",Białystok,21-02-1974,wyższe,"Wyższa Szkoła Administracji Publicznej w Białymstoku, zarządzanie kadrami w administracji publicznej (2001) - studia podyplomoweWyższa Szkoła Finansów i Zarządzania, Finanse Zarządzania, zarządzanie i marketing - magister (2002)",przedsiębiorca,97.28,Krutul Paweł,Lewica,,,,,
13-10-2019,Prawo i Sprawiedliwość,33,Kielce,7690,12-11-2019,poseł VIII kadencji,Klub Parlamentarny Prawo i Sprawiedliwość,Ostrowiec Świętokrzyski,09-06-1960,wyższe,"Uniwersytet Marii Curie-Skłodowskiej w Lublinie, Wydział Humanistyczny, Historia - magister (1984)Uniwersytet Marii Curie-Skłodowskiej w Lublinie, Historia (1992) - studia podyplomoweBałtycka Wyższa Szkoła Humanistyczna w Koszalinie, Organizacja i zarządzanie specjalność: Menedżer oświaty samorządowej (2000) - studia podyplomoweWałbrzyska Wyższa Szkoła Zarządzania i Przedsiębiorczości, Nadzór pedagogiczny z elementami ewaluacji (2001) - studia podyplomowe",parlamentarzysta,99.72,Kryj Andrzej,PiS,,,,,
13-10-2019,Koalicja Obywatelska,30,Bielsko-Biała,33962,12-11-2019,"poseł VI kadencji, poseł VII kadencji, poseł VIII kadencji","Klub Parlamentarny Koalicja Obywatelska - Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni",Rybnik,22-10-1967,wyższe,"Uniwersytet Wrocławski, Wydział Filologiczny, Filologia germańska - magister (1995)Wyższa Szkoła Lingwistyczna w Częstochowie, Nowe Horyzonty Dydaktyki (2001) - studia podyplomowe",nauczyciel,85.95,Krząkała Marek,KO,,,,,
13-10-2019,Koalicja Obywatelska,26,Słupsk,14508,12-11-2019,poseł VIII kadencji,"Klub Parlamentarny Koalicja Obywatelska - Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni",Olsztyn,27-03-1953,średnie ogólne,Liceum Ogólnokształcące Centrum Kształcenia Ustawicznego w Kościerzynie (2004),maszynistka biurowa,92.72,Krzywonos-Strycharska Henryka,KO,,,,,
13-10-2019,Prawo i Sprawiedliwość,38,Piła,13191,12-11-2019,poseł VIII kadencji,Klub Parlamentarny Prawo i Sprawiedliwość,Piła,21-09-1985,wyższe,"Uniwersytet im. Adama Mickiewicza w Poznaniu, Wydział Nauk Politycznych i Dziennikarstwa, Politologia - magister (2009)Uniwersytet im. Adama Mickiewicza w Poznaniu, Służba Zagraniczna i Międzynarodowa (2010) - studia podyplomoweUniwersytet im. Adama Mickiewicza w Poznaniu, Public Relations (2015) - studia podyplomoweEgzamin dla kandydatów na członków rad nadzorczych w spółkach Skarbu Państwa (2016)Uniwersytet Ekonomiczny w Poznaniu, Master of Public Administrarion (2017) - studia podyplomowe",politolog,99.84,Kubiak Marta,PiS,,,,,
13-10-2019,Prawo i Sprawiedliwość,1,Legnica,23834,12-11-2019,poseł VIII kadencji,Klub Parlamentarny Prawo i Sprawiedliwość,Lubin,22-07-1984,wyższe,"Uniwersytet Wrocławski, Wydział Prawa, Administracji i Ekonomii, Administracja - magister (2008)Wyższa Szkoła Bankowa we Wrocławiu, Studia Menadżerskie (2010) - studia podyplomoweWyższa Szkoła Bankowa we Wrocławiu, MBE EXECUTIVE (2018) - studia podyplomowe",parlamentarzysta,99.4,Kubów Krzysztof,PiS,,,,,
13-10-2019,Sojusz Lewicy Demokratycznej,8,Zielona Góra,30581,12-11-2019,brak,"Koalicyjny Klub Poselski Lewicy (Nowa Lewica, Razem)",Wołczyn,21-01-1972,wyższe,"Uniwersytet Jagielloński w Krakowie, Wydział Humanistyczny, Filologia Polska - magister (1996)Uniwersytet Jagielloński w Krakowie, Literaturoznawstwo - doktor (2006)",nauczycielka akademicka-nauki humanistyczne,98.86,Kucharska-Dziedzic Anita,Lewica,,,doktor,,
13-10-2019,Prawo i Sprawiedliwość,22,Krosno,61262,12-11-2019,"poseł IV kadencji, poseł V kadencji, poseł VI kadencji, poseł VII kadencji, poseł VIII kadencji",Klub Parlamentarny Prawo i Sprawiedliwość,Przemyśl,09-08-1955,średnie policealne/pomaturalne,Pomaturalne Studium Ogrodnictwa - technik (1978),parlamentarzysta,99.81,Kuchciński Marek,PiS,wiceprzewodniczący klubu,wiceprzewodniczący,,,
13-10-2019,Polskie Stronnictwo Ludowe,21,Opole,23468,12-11-2019,poseł VIII kadencji,Koło Poselskie Kukiz'15 - Demokracja Bezpośrednia,Paczków,24-06-1963,średnie ogólne,Liceum Ogólnokształcące w Niemodlinie (1981),muzyk,89.03,Kukiz Paweł,Kukiz15,przewodniczący koła,przewodniczący,,,
13-10-2019,Sojusz Lewicy Demokratycznej,35,Olsztyn,20453,12-11-2019,brak,"Koalicyjny Klub Poselski Lewicy (Nowa Lewica, Razem)",Jędrzejów,04-04-1976,wyższe,"Uniwersytet Warmińsko-Mazurski w Olsztynie, Wydział Nauki o Żywności, Technologia Żywności - magister inżynier (2000)Uniwersytet Warmińsko-Mazurski w Olsztynie, Zarządzanie Funduszami Unijnymi (2006) - studia podyplomoweUniwersytet Warmińsko-Mazurski w Olsztynie, Technologia Żywności i Żywienia - doktor (2007)Akademia Morska w Gdyni, Bezpieczeństwo Zasobów Strategicznych i Zarządzanie Kryzysowe (2009) - studia podyplomowe",dyrektor administracyjny,99.29,Kulasek Marcin,Lewica,,,doktor,,
13-10-2019,Konfederacja Wolność i Niepodległość,6,Lublin,24406,12-11-2019,poseł VIII kadencji,Koło Poselskie Konfederacja,Lublin,12-11-1990,wyższe,"Politechnika Warszawska, Wydział Elektroniki i Technik Informacyjnych, Elektronika Informatyka i Telekomunikacja - inżynier (2013)",konsultant do spraw systemów teleinformatycznych,87.07,Kulesza Jakub,Konfederacja,przewodniczący koła,przewodniczący,,,
13-10-2019,Prawo i Sprawiedliwość,22,Krosno,18936,12-11-2019,brak,Klub Parlamentarny Prawo i Sprawiedliwość,Brzostek,03-06-1954,wyższe,"Akademia Ekonomiczna w Krakowie, Wydział Ekonomiki i Obrotu, Towaroznawstwo - magister inżynier (1979)Wyższa Szkoła Informatyki i Zarządzania w Rzeszowie, Zarządzanie Oświatą (1990) - studia podyplomowe",przedstawiciel władzy samorządowej,99.05,Kurowska Maria,PiS,,,,,
13-10-2019,Prawo i Sprawiedliwość,12,Kraków,10525,12-11-2019,brak,Klub Parlamentarny Prawo i Sprawiedliwość,Myślenice,14-04-1960,wyższe,"Wyższa Szkoła Pedagogiczna w Krakowie, Wydział Matematyczno-Fizyczno-Techniczny, Wychowanie Techniczne - magister (1986)Akademia Pedagogiczna w Krakowie, Organizacja i Zarządzanie Oświatą (2005) - studia podyplomoweUniwersytet Pedagogiczny w Krakowie, Informatyka z Zarządzaniem Sieciami Komputerowymi (2010) - studia podyplomowe",wyższy urzędnik samorządowy,96.95,Kurowski Władysław,PiS,,,,,
13-10-2019,Polskie Stronnictwo Ludowe,4,Bydgoszcz,17648,12-11-2019,brak,"Klub Parlamentarny Koalicja Polska - PSL, UED, Konserwatyści",Strzelno,26-06-1976,wyższe,"Uniwersytet Mikołaja Kopernika w Toruniu, Wydział Nauk Historycznych, Historia - magister (2000)Uniwersytet Kazimierza Wielkiego w Bydgoszczy, Historia (2006) - studia doktoranckieWyższa Szkoła Gospodarki w Bydgoszczy, Menager (2018) - studia podyplomowe",pracownik samorządowy,94.24,Kurzawa Dariusz,KP,,,,,
13-10-2019,Prawo i Sprawiedliwość,8,Zielona Góra,8057,22-01-2020,poseł VIII kadencji,Klub Parlamentarny Prawo i Sprawiedliwość,Świebodzin,05-10-1961,wyższe,"Wyższa Szkoła Pedagogiczna, Wydział Pedagogiczny, Pedagogika Opiekuńczo-Wychowawcza - magister (1989)Uniwersytet Mikołaja Kopernika w Toruniu, Nauki Humanistyczne - Pedagogika - doktor (1996)Uniwersytet Mikołaja Kopernika w Toruniu, Nauki Humanistyczne - Socjologia - doktor habilitowany (2006)",nauczyciel akademicki,99.15,Kurzępa Jacek,PiS,,,doktor habilitowany,,
13-10-2019,Sojusz Lewicy Demokratycznej,5,Toruń,13940,12-11-2019,brak,Koło Parlamentarne PPS,Przemyśl,07-11-1961,wyższe,"Uniwersytet Warszawski, Wydział Dziennikarstwa i Nauk Politycznych, Stosunki Międzynarodowe - magister (1985)",przedsiębiorca,96.17,Kwiatkowski Robert,PPS,,,,,
13-10-2019,Prawo i Sprawiedliwość,17,Radom,23670,12-11-2019,poseł VIII kadencji,Klub Parlamentarny Prawo i Sprawiedliwość,Radom,30-09-1964,wyższe,"Wyższa Szkoła Ubezpieczeń i Bankowości (Warszawa), Wydział Ekonomiki i Organizacji Ochrony Zdrowia, Ekonomia - magister (2003)Wyższa Szkoła Biznesu w Radomiu, Kontrola i Audyt Wewnętrzny w Gospodarce i Administracji Publicznej (2007) - studia podyplomoweWyższa Szkoła Nauk Społecznych i Technicznych w Radomiu, Organizacja Pomocy Społecznej (2009) - studia podyplomowe",ekonomista,98.65,Kwiecień Anna,PiS,,,,,
13-10-2019,Prawo i Sprawiedliwość,33,Kielce,5453,12-11-2019,"poseł VI kadencji, poseł VII kadencji, poseł VIII kadencji",Klub Parlamentarny Prawo i Sprawiedliwość,Annopol,28-04-1961,wyższe,"Wyższa Szkoła Pedagogiczna w Kielcach, Wydział Humanistyczny, Historia - magister (1984)Politechnika Radomska, Organizacja i Zarządzanie w Oświacie (2000) - studia podyplomoweWyższa Szkoła Humanistyczno-Przyrodnicza w Sandomierzu, Historia i Wiedza o Społeczeństwie (2001) - studia podyplomowe",parlamentarzysta,99.91,Kwitek Marek,PiS,,,,,
13-10-2019,Koalicja Obywatelska,20,Warszawa,15804,12-11-2019,brak,"Klub Parlamentarny Koalicja Obywatelska - Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni",Elbląg,15-06-1967,wyższe,"Politechnika Warszawska, Wydział Mechaniczny Energetyki i Lotnictwa, Mechanika, lotnictwo - magister inżynier (1992)Wojskowa Akademia Techniczna, Mechanika, mechanika lotu - doktor (2002)",inżynier lotniczy budowy płatowców,96.79,Lasek Maciej,KO,,,doktor,,
13-10-2019,Prawo i Sprawiedliwość,4,Bydgoszcz,60132,12-11-2019,"poseł V kadencji, poseł VI kadencji, poseł VII kadencji, poseł VIII kadencji",Klub Parlamentarny Prawo i Sprawiedliwość,Poznań,08-03-1964,wyższe,"Akademia Medyczna w Poznaniu, Wydział Lekarski - lekarz (1989)CMKP w Warszawie, Radiodiagnostyka st. II - specjalista radiolog (1998) - studia podyplomoweUniwersytet Mikołaja Kopernika w Toruniu, Zarządzenie Finansami i Marketing (2001) - studia podyplomoweWyższa Szkoła Handlu i Usług, Executive MBA (2019) - studia podyplomoweCentrum Medyczne Kształcenia Podyplomowego, Medycyna - doktor (2020)",lekarz,99.69,Latos Tomasz,PiS,,,doktor,,
13-10-2019,Koalicja Obywatelska,30,Bielsko-Biała,11838,12-11-2019,poseł VIII kadencji,"Klub Parlamentarny Koalicja Obywatelska - Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni",Katowice,12-12-1960,wyższe,"Uniwersytet Śląski, Wydział Prawa i Administracji, Prawo - magister (1998)",parlamentarzysta,97.1,Lenartowicz Gabriela,KO,,,,,
13-10-2019,Prawo i Sprawiedliwość,23,Rzeszów,36305,12-11-2019,brak,Klub Parlamentarny Prawo i Sprawiedliwość,Dylągówka,27-08-1976,wyższe,"Uniwersytet Marii Curie Skłodowskiej Filia w Rzeszowie, Wydział Prawa, Prawo - magister (2000)Uniwersytet Śląski, Prawo - doktor (2014)",prawnik,99.2,Leniart Ewa,PiS,Powołana na stanowisko Wojewody Podkarpackiego,,doktor,,13-01-2020
13-10-2019,Koalicja Obywatelska,5,Toruń,26044,12-11-2019,"poseł V kadencji, poseł VI kadencji, poseł VII kadencji, poseł VIII kadencji","Klub Parlamentarny Koalicja Obywatelska - Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni",Mogilno,08-12-1968,wyższe,"Uniwersytet Mikołaja Kopernika w Toruniu, Wydział Nauk Historycznych, Historia i Archiwistyka - magister (2011)",historyk,79.65,Lenz Tomasz,KO,,,,,
13-10-2019,Koalicja Obywatelska,28,Częstochowa,36266,12-11-2019,"poseł VI kadencji, poseł VII kadencji, poseł VIII kadencji","Klub Parlamentarny Koalicja Obywatelska - Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni",Częstochowa,03-09-1962,wyższe,"Uniwersytet Jagielloński Kraków, Wydział Filologiczny, Filologia Polska - magister (1989)Akademia Pedagogiczna im. Komisji Edukacji Narodowej w Krakowie, Filozofia i Etyka (1995) - studia podyplomoweUniwersytet Gdański, Pomiar dydaktyczny i egzaminowanie (1998) - studia podyplomoweInstytut Badań Edukacyjnych w Warszawie, Konstruowanie Programów Nauczania (2001) - studia podyplomoweUniwersytet Jagielloński Kraków, Zarządzanie Jakością (2005) - studia podyplomoweSzkoła Główna Handlowa w Warszawie, Finanse publiczne (2010) - studia podyplomowe",nauczyciel,97.78,Leszczyna Izabela,KO,,,,,
13-10-2019,Prawo i Sprawiedliwość,11,Sieradz,45823,12-11-2019,poseł VIII kadencji,Klub Parlamentarny Prawo i Sprawiedliwość,Warszawa,21-11-1969,wyższe,"Uniwersytet Warszawski, Filologia polska - magister (1993)Uniwersytet Jagielloński, Studium Literacko Artystyczne (2006) - studia podyplomowe",dziennikarz,99.84,Lichocka Joanna,PiS,,,,,
13-10-2019,Prawo i Sprawiedliwość,33,Kielce,14544,12-11-2019,"senator IV kadencji, poseł V kadencji, poseł VI kadencji, poseł VII kadencji, poseł VIII kadencji",Klub Parlamentarny Prawo i Sprawiedliwość,Starachowice,11-10-1959,wyższe,"Wyższa Szkoła Pedagogiczna w Kielcach, Wydział Matematyczno-Przyrodniczy, Fizyka - magister (1985)",nauczyciel,99.71,Lipiec Krzysztof,PiS,,,,,
13-10-2019,Prawo i Sprawiedliwość,1,Legnica,33269,12-11-2019,"poseł I kadencji, poseł IV kadencji, poseł V kadencji, poseł VI kadencji, poseł VII kadencji, poseł VIII kadencji",Klub Parlamentarny Prawo i Sprawiedliwość,Głubczyce,11-09-1956,wyższe,"Akademia Ekonomiczna we Wrocławiu, Wydział Gospodarki Narodowej - magister (1979)",ekonomista,67.52,Lipiński Adam,PiS,Powołany na członka Zarządu Narodowego Banku Polskiego i stanowisko Wiceprezesa Narodowego Banku Polskiego,,,,04-11-2020
13-10-2019,Prawo i Sprawiedliwość,19,Warszawa,13093,12-11-2019,poseł VIII kadencji,Klub Parlamentarny Prawo i Sprawiedliwość,Warszawa,15-08-1978,wyższe,"Uniwersytet Warszawski, Wydział Historyczny, Archeologia - magister (2004)Politechnika Warszawska, Wyceny Nieruchomości (2004) - studia podyplomoweUniwersytet Warszawski, Zarządzanie nieruchomościami (2006) - studia podyplomoweUniwersytet Warszawski, Wydział Historyczny, Historia - magister (2011)",historyk,98.29,Lisiecki Paweł,PiS,,,,,
13-10-2019,Prawo i Sprawiedliwość,10,Piotrków Trybunalski,18238,12-11-2019,poseł VIII kadencji,Klub Parlamentarny Prawo i Sprawiedliwość,Piotrków Trybunalski,31-10-1970,wyższe,"Katolicki Uniwersytet Lubelski, Wydział Prawa i Administracji, Administracja - magister (2008)",parlamentarzysta,99.71,Lorek Grzegorz,PiS,,,,,
13-10-2019,Polskie Stronnictwo Ludowe,40,Koszalin,6712,12-11-2019,poseł VIII kadencji,"Klub Parlamentarny Koalicja Polska - PSL, UED, Konserwatyści",Szczecinek,18-07-1978,wyższe,"Akademia Medyczna w Warszawie, Wydział Lekarski, Stomatologia - lekarz dentysta (2004)Akademia Wojsk Lądowych im. Gen. Tadeusza Kościuszki, Oficer (2009)",lekarz dentysta,88.53,Lubczyk Radosław,KP,,,,,
