election_date,list,district_id,constituency_city,votes_count,oath_date,seniority,party_full,city_of_birth,date_of_birth,education,finished_school,occupation,voting_participation,name,party_short,additional_info,party_function,academic_degree,sejm_function,mandate_expiry_date
13-10-2019,Prawo i Sprawiedliwość,32,Katowice,46773,12-11-2019,"poseł V kadencji, poseł VI kadencji, poseł VII kadencji, poseł VIII kadencji",Klub Parlamentarny Prawo i Sprawiedliwość,Sosnowiec,11-01-1961,wyższe,"Politechnika Śląska, Wydział Metalurgiczny, Hutnictwo, metalurgia metali nieżelaznych - magister inżynier (1986)Uniwersytet Śląski, Dziennikarstwo (1995) - studia podyplomoweWyższa Szkoła Handlu i Usług w Poznaniu, Executive Masters of Business Administration (MBA) (2021) - studia podyplomowe",parlamentarzysta,95.95,Malik Ewa,PiS,,,,,
13-10-2019,Polskie Stronnictwo Ludowe,17,Radom,12752,12-11-2019,"poseł V kadencji, poseł VI kadencji, poseł VII kadencji, poseł VIII kadencji","Klub Parlamentarny Koalicja Polska - PSL, UED, Konserwatyści",Warszawa,28-02-1968,wyższe,"Szkoła Główna Gospodarstwa Wiejskiego w Warszawie, Wydział Ekonomiczno - Rolniczy, Ekonomika rolnictwa - magister inżynier (1996)",rolnik-ogrodnik,93.67,Maliszewski Mirosław,KP,,,,,
13-10-2019,Prawo i Sprawiedliwość,35,Olsztyn,9631,12-11-2019,poseł VIII kadencji,Klub Parlamentarny Prawo i Sprawiedliwość,Pisz,23-04-1972,wyższe,"Uczelnia Jańskiego w Łomży, Zarządzanie, Zarzadzanie Firmą - licencjat (2016)Uczelnia Jańskiego w Łomży, Zarządzanie, Ekonomia pracy i zarządzanie kapitałem ludzkim - magister (2018)",specjalista bankowości,98.09,Małecki Jerzy,PiS,,,,,
13-10-2019,Prawo i Sprawiedliwość,16,Płock,34086,12-11-2019,"poseł VII kadencji, poseł VIII kadencji",Klub Parlamentarny Prawo i Sprawiedliwość,Warszawa,09-10-1974,wyższe,"Katolicki Uniwersytet Lubelski Jana Pawła II, Studium samorządowe (1996) - studia podyplomoweKatolicki Uniwersytet Lubelski Jana Pawła II, Wydział Nauk Humanistycznych, Historia - magister (1998)Szkoła Główna Handlowa w Warszawie, Menadżerskie (2006) - studia podyplomoweWyższa Szkoła Kultury Społecznej i Medialnej, Wykorzystywanie funduszy unijnych (2009) - studia podyplomoweSzkoła Główna Handlowa w Warszawie, Zarządzanie zasobami pracy (2010) - studia podyplomoweWyższa Szkoła Handlu i Usług w Poznaniu, MBA (2018) - studia podyplomowe",historyk,99.07,Małecki Maciej,PiS,,,,,
13-10-2019,Koalicja Obywatelska,41,Szczecin,30047,12-11-2019,poseł VIII kadencji,"Klub Parlamentarny Koalicja Obywatelska - Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni",Szczecin,18-01-1986,wyższe,"Zachodniopomorski Uniwersytet Technologiczny, Wydział Ekonomiczny, Zarządzanie i marketing - licencjat (2009)Uniwersytet Szczeciński, Wydział Humanistyczny, Stosunki międzynarodowe - magister (2010)Uniwersytet Szczeciński, Wydział Humanistyczny, stosunki międzynarodowe - magister (2010)Uniwersytet Szczeciński, Wydział Zarządzania i Ekonomiki Usług, nauki ekonomiczne - doktor (2016)Uniwersytet Szczeciński, Wydział Zarządzania i Ekonomiki Usług, nauki ekonomiczne - doktor (2016)",ekonomista,98.43,Marchewka Arkadiusz,KO,,,doktor,,
13-10-2019,Koalicja Obywatelska,14,Nowy Sącz,21968,12-11-2019,"poseł VII kadencji, poseł VIII kadencji","Klub Parlamentarny Koalicja Obywatelska - Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni",Zakopane,15-12-1978,wyższe,"Akademia Wychowania Fizycznego w Krakowie, Wychowanie Fizyczne, Trenerska - magister (2004)Akademia Wychowania Fizycznego w Krakowie, Specjalizacja Trenerska, Trener I klasy Snowbord (2006) - studia podyplomoweUniwersytet Jagielloński w Krakowie, Zarządzanie Organizacjami Sportowymi, Menedżer Sportu (2011) - studia podyplomoweAkademia Wychowania Fizycznego w Krakowie, Specjalizacja Trenerska, Trener Klasy II Narciarstwo Alpejskie (2011) - studia podyplomowe",trener sportowy,96.67,Marczułajtis-Walczak Jagna,KO,,,,,
13-10-2019,Prawo i Sprawiedliwość,6,Lublin,14446,12-11-2019,"poseł IV kadencji, poseł V kadencji, poseł VI kadencji, poseł VII kadencji, poseł VIII kadencji",Klub Parlamentarny Prawo i Sprawiedliwość,Batorz,27-06-1950,wyższe,"Uniwersytet Marii Curie-Skłodowskiej w Lublinie, Wydział Ekonomiczny, Ekonomika rolnictwa - magister (1974)Uniwersytet Marii Curie-Skłodowskiej w Lublinie, Nauki ekonomiczne - doktor (1982)",parlamentarzysta,97.15,Masłowska Gabriela,PiS,,,doktor,,
13-10-2019,Prawo i Sprawiedliwość,8,Zielona Góra,22729,12-11-2019,"poseł V kadencji, poseł VI kadencji, poseł VII kadencji, poseł VIII kadencji",Klub Parlamentarny Prawo i Sprawiedliwość,Zielona Góra,25-03-1956,wyższe,"Wyższa Szkoła Inżynierska, Budownictwo, Technologia i organizacja - magister inżynier (1983)Wyższa Szkoła Handlu i Finansów Międzynarodowych, Wycena nieruchomości (2002) - studia podyplomowe",inżynier budownictwa ogólnego,99.29,Materna Jerzy,PiS,,,,,
13-10-2019,Prawo i Sprawiedliwość,11,Sieradz,13030,12-11-2019,poseł VIII kadencji,Klub Parlamentarny Prawo i Sprawiedliwość,Wieluń,23-04-1963,średnie ogólne,Liceum Ogólnokształcące im. T. Kościuszki (1982),parlamentarzysta,99.28,Mateusiak-Pielucha Beata,PiS,,,,,
13-10-2019,Prawo i Sprawiedliwość,30,Bielsko-Biała,11195,12-11-2019,"poseł VII kadencji, poseł VIII kadencji",Klub Parlamentarny Prawo i Sprawiedliwość,Jaworzno,24-02-1961,wyższe,"Akademia Górniczo-Hutnicza w Krakowie, Wydział Elektromechaniki, Automatyki i Elektroniki, Elektrotechnika - inżynier (2001)",inż. energetyk,99.84,Matusiak Grzegorz,PiS,,,,,
13-10-2019,Prawo i Sprawiedliwość,11,Sieradz,13392,12-11-2019,"poseł V kadencji, poseł VI kadencji, poseł VII kadencji, poseł VIII kadencji",Klub Parlamentarny Prawo i Sprawiedliwość,Zgierz,14-08-1959,średnie zawodowe,Technikum Samochodowe w Łodzi - technik (1988),parlamentarzysta,99.69,Matuszewski Marek,PiS,,,,,
13-10-2019,Prawo i Sprawiedliwość,27,Bielsko-Biała,12967,12-11-2019,"poseł V kadencji, poseł VI kadencji, poseł VIII kadencji",Klub Parlamentarny Prawo i Sprawiedliwość,Milówka,04-03-1960,wyższe,"Politechnika Śląska, Wydział Automatyki i Elektroniki, Elektronika - magister (1985)",parlamentarzysta,99.21,Matuszny Kazimierz,PiS,,,,,
13-10-2019,Sojusz Lewicy Demokratycznej,11,Sieradz,16757,12-11-2019,brak,"Koalicyjny Klub Poselski Lewicy (Nowa Lewica, Razem)",Kutno,02-10-1984,wyższe,"Uniwerystet Mikołaja Kopernika w Toruniu, Wydział Filologiczny, Filologia Polska - magister (2009)Collegium Civitas, Szkoła Filozoficzna Tadeusza Gadacza, Filozofia XX wieku (2011) - studia podyplomoweUniwersytet Mikołaja Kopernika w Toruniu, Wydział Humanistyczny, Etyka (2015) - studia podyplomowe",kierownik działu finansowego,99.53,Matysiak Paulina,Lewica,,,,,
13-10-2019,Polskie Stronnictwo Ludowe,8,Zielona Góra,10490,16-03-2021,brak,Poseł niezrzeszony,Zielona Góra,15-05-1991,wyższe,"Wyższa Szkoła Bankowa w Poznaniu, Wydział Finansów i Bankowości, Stosunki międzynarodowe - licencjat (2017)",przedsiębiorca,91.79,Mejza Łukasz,niez.,,,,,
13-10-2019,Prawo i Sprawiedliwość,5,Toruń,11130,12-11-2019,poseł VIII kadencji,Koło Parlamentarne Porozumienie Jarosława Gowina,Szczecin,13-03-1956,wyższe,"Uniwersytet Mikołaja Kopernika w Toruniu, Wydział Biologii i Nauk o Ziemi, Biologia środowiskowa - magister (1981)Uniwersytet Mikołaja Kopernika w Toruniu, Ochrona środowiska (1989) - studia podyplomoweUniwersytet Mikołaja Kopernika w Toruniu, Zarządzanie (1999) - studia podyplomowe",nauczyciel,97.52,Michałek Iwona,Porozumienie,,,,,
13-10-2019,Koalicja Obywatelska,3,Wrocław,13814,12-11-2019,poseł VIII kadencji,"Klub Parlamentarny Koalicja Obywatelska - Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni",Głogów,19-05-1956,średnie ogólne,XIV Liceum Ogólnokształcące (1976),kulturoznawca,97.69,Mieszkowski Krzysztof,KO,,,,,
13-10-2019,Prawo i Sprawiedliwość,10,Piotrków Trybunalski,20451,12-11-2019,poseł VIII kadencji,Klub Parlamentarny Prawo i Sprawiedliwość,Radomsko,18-07-1958,wyższe,"Uniwersytet Opolski, Wydział Filologiczno-Historyczny, Pedagogika kulturalo-oświatowa - magister (1999)Polska Akademia Nauk, Prawodawstwo europejskie (2008) - studia podyplomowe",pedagog,99.78,Milczanowska Anna,PiS,,,,,
13-10-2019,Prawo i Sprawiedliwość,18,Siedlce,40152,12-11-2019,poseł VIII kadencji,Klub Parlamentarny Prawo i Sprawiedliwość,Chicago (USA),22-11-1989,wyższe,"Uniwersytet Warszawski, Wydział Prawa i Administracji, Prawo - magister (2013)Wyzsza Szkoła Ekonomiczna, International Economics and Business Management, Ekonomia - magister (2016)WSM&World Jurist Association, Master of Laws - LL.M (2017) - studia podyplomoweUniwersytet Warszawski, Wydział Prawa i Administracji, prawo - doktor (2018)",prawnik,98.84,Milewski Daniel,PiS,,,doktor,,
13-10-2019,Koalicja Obywatelska,21,Opole,8820,12-11-2019,"poseł VII kadencji, poseł VIII kadencji","Klub Parlamentarny Koalicja Obywatelska - Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni",Kielce,16-07-1954,wyższe,"Akademia Medyczna w Łodzi, Wydział Lekarski, Lekarz - lekarz (1978)",lekarz medycyny,96.9,Miller Rajmund,KO,,,,,
13-10-2019,Koalicja Obywatelska,13,Kraków,15987,12-11-2019,brak,"Klub Parlamentarny Koalicja Obywatelska - Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni",Kraków,07-08-1980,wyższe,"Akademia Ekonomiczna w Krakowie, Wydział Ekonomii, Miedzynarodowe Stosunki Gospodarcze i Polityczne - magister (2004)Akademia Wychowania Fizycznego w Krakowie, Wychowanie Fizyczne, Turystyka i Rekreacja - magister (2008)Uniwersytet Jagielloński, Wydział Filozoficzny, Socjologia - magister (2010)",przedsiębiorca,96.24,Miszalski Aleksander,KO,,,,,
13-10-2019,Prawo i Sprawiedliwość,31,Katowice,133687,12-11-2019,brak,Klub Parlamentarny Prawo i Sprawiedliwość,Wrocław,20-06-1968,wyższe,"Uniwersytet Wrocławski, Wydział Filozoficzno-Historyczny, Historia - magister (1992)Uniwersytet Hamburski, prawo europejskie i ekonomia integracji gospodarczej (1995) - studia podyplomowe",polityk,91.19,Morawiecki Mateusz,PiS,,,,,
13-10-2019,Prawo i Sprawiedliwość,36,Kalisz,16479,12-11-2019,poseł VIII kadencji,Klub Parlamentarny Prawo i Sprawiedliwość,Lubin,19-12-1956,wyższe,"Uniwersytet im Adama Mickiewicza w Poznaniu, Wydział Nauk Politycznych i Dziennikarstwa, Administracja europejska - magister (2005)Uniwersytet im Adama Mickiewicza w Poznaniu, Politologia - doktor (2009)",parlamentarzysta,99.69,Mosiński Jan,PiS,,,doktor,,
13-10-2019,Prawo i Sprawiedliwość,23,Rzeszów,17444,12-11-2019,"poseł V kadencji, poseł VI kadencji, poseł VII kadencji, poseł VIII kadencji",Klub Parlamentarny Prawo i Sprawiedliwość,Żyraków,02-02-1962,wyższe,"Uniwersytet Pedagogiczny, Wydział Humanistyczny, Historia - magister (1988)Uniwersytet Jagielloński w Krakowie, Administracja publiczna (1996) - studia podyplomoweUniwersytet Rzeszowski, Europeistyka o specjalności administracja publiczna (2004) - studia podyplomowe",nauczyciel,99.84,Moskal Kazimierz,PiS,,,,,
13-10-2019,Koalicja Obywatelska,18,Siedlce,11043,12-11-2019,"poseł V kadencji, poseł VI kadencji, poseł VII kadencji, poseł VIII kadencji","Klub Parlamentarny Koalicja Obywatelska - Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni",Kałuszyn,20-07-1964,wyższe,"Politechnika Warszawska, Wydział Elektryczny, Elektrotechnika - magister inżynier (1990)Uniwersytet Warszawski, Wydział Prawa i Administracji, Nauki prawne - magister (1997)",prawnik,98.76,Mroczek Czesław,KO,,,,,
13-10-2019,Prawo i Sprawiedliwość,26,Słupsk,16726,12-11-2019,poseł VIII kadencji,Klub Parlamentarny Prawo i Sprawiedliwość,Chojnice,09-12-1953,wyższe,"Uniwersytet Gdański, Wydział Matematyczno-Fizyczny, Matematyka - magister (1977)Collegium Humanum - Szkoła Wyższa Menadżerska Warszawa, EMBA (2019) - studia podyplomowe",parlamentarzysta,96.22,Mrówczyński Aleksander,PiS,,,,,
13-10-2019,Koalicja Obywatelska,2,Wałbrzych,11987,12-11-2019,"poseł V kadencji, poseł VI kadencji, poseł VII kadencji, poseł VIII kadencji","Klub Parlamentarny Koalicja Obywatelska - Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni",Wałbrzych,20-05-1959,wyższe,"Akademia Ekonomiczna we Wrocławiu, Wydział Zarządzania i Informatyki, Organizacja i zarządzanie - magister (1982)Wyższa Szkoła Studiów Międzynarodowych w Łodzi, Administracja publiczna (2006) - studia podyplomowe",ekonomista,82.62,Mrzygłocka Izabela Katarzyna,KO,"wiceprzewodnicząca, rzecznik dyscypliny i etyki klubu","wiceprzewodnicząca, rzecznik dyscypliny i etyki",,,
13-10-2019,Koalicja Obywatelska,6,Lublin,57577,12-11-2019,"poseł VI kadencji, poseł VII kadencji, poseł VIII kadencji",Koło Parlamentarne Polska 2050,Płońsk,12-04-1976,wyższe,"Uniwersytet Warszawski, Wydział Zarządzania, Zarządzanie przedsiębiorstwem - magister (2001)Uniwersytet Warszawski, Ekonomika zdrowia (2006) - studia podyplomoweKatolicki Uniwersytet Lubelski, Wydział Nauk Społecznych, Ekonomia zdrowia - doktor (2007)",ekonomistka,86.58,Mucha Joanna,Polska2050,,,doktor,,
13-10-2019,Prawo i Sprawiedliwość,14,Nowy Sącz,72660,12-11-2019,"poseł V kadencji, poseł VI kadencji, poseł VII kadencji, poseł VIII kadencji",Klub Parlamentarny Prawo i Sprawiedliwość,Racibórz,04-02-1971,wyższe,"Uniwersytet Jagielloński w Krakowie, Wydział Prawa, Prawo - magister (1995)",parlamentarzysta,98.53,Mularczyk Arkadiusz,PiS,,,,,
13-10-2019,Prawo i Sprawiedliwość,26,Słupsk,26892,12-11-2019,poseł VIII kadencji,Klub Parlamentarny Prawo i Sprawiedliwość,Słupsk,02-05-1989,wyższe,"Uniwersytet Warszawski, Wydział Prawa i Administracji, Prawo - magister (2016)",prawnik,96.22,Müller Piotr,PiS,,,,,
13-10-2019,Koalicja Obywatelska,38,Piła,7764,12-11-2019,"poseł VII kadencji, poseł VIII kadencji","Klub Parlamentarny Koalicja Obywatelska - Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni",Makala,10-07-1961,wyższe,"Akademia Ekonomiczna w Poznaniu, Wydział Ekonomiki Produkcji i Obrotu, Handel zagraniczny - magister (1987)Akademia Ekonomiczna w Poznaniu, Wydział Ekonomii (Finanse Międzynarodowe), Nauki ekonomiczne - doktor (1994)Uniwersytet Ekonomiczny w Poznaniu, Wydział Ekonomii, Ekonomia (Finanse międzynarodowe) - doktor habilitowany (2012)",nauczyciel akademicki,98.63,Munyama Killion,KO,Zrzeczenie,,doktor habilitowany,,10-06-2021
13-10-2019,Prawo i Sprawiedliwość,2,Wałbrzych,6354,12-11-2019,poseł VIII kadencji,Klub Parlamentarny Prawo i Sprawiedliwość,Świdnica,13-12-1957,wyższe,"Politechnika Wrocławska, Wydział Elektroniki, Cybernetyka - magister inżynier (1981)Politechnika Wrocławska, Projektowanie systemów mikroprocesorowych (1988) - studia podyplomoweMiędzynarodowa Wyższa Szkoła Logistyki i Transportu we Wrocławiu, New public management (2008) - studia podyplomowe",parlamentarzysta,99.72,Murdzek Wojciech,PiS,,,,,
13-10-2019,Koalicja Obywatelska,5,Toruń,32439,12-11-2019,poseł VIII kadencji,"Klub Parlamentarny Koalicja Obywatelska - Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni",Toruń,01-02-1984,wyższe,"Uniwersytet Mikołaja Kopernika w Toruniu, Wydział Prawa i Administracji, Prawo - magister (2009)",radca prawny,96.17,Myrcha Arkadiusz,KO,,,,,
13-10-2019,Koalicja Obywatelska,41,Szczecin,11766,12-11-2019,"poseł IV kadencji, poseł V kadencji, poseł VI kadencji, poseł VII kadencji, senator IX kadencji","Klub Parlamentarny Koalicja Obywatelska - Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni",Szczecin,18-03-1974,wyższe,"Uniwersytet Szczeciński, Wydział Humanistyczny, Politologia i nauki społeczne - magister (2000)",parlamentarzysta,95.64,Napieralski Grzegorz,KO,,,,,
13-10-2019,Koalicja Obywatelska,25,Gdańsk,25202,12-11-2019,"poseł VI kadencji, poseł VII kadencji, poseł VIII kadencji","Klub Parlamentarny Koalicja Obywatelska - Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni",Starogard Gdański,30-04-1968,wyższe,"Wyższa Szkoła Bankowa w Poznaniu, Wydział Bankowości, Bankowość - licencjat (1998)Politechnika Koszalińska, Wydział Ekonomii i Zarządzania, Ekonomia - magister (2009)",ekonomista,98.97,Neumann Sławomir,KO,,,,,
13-10-2019,Koalicja Obywatelska,12,Kraków,22013,12-11-2019,"poseł VII kadencji, poseł VIII kadencji","Klub Parlamentarny Koalicja Obywatelska - Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni",Oświęcim,20-08-1964,wyższe,"Uniwersytet Przyrodniczy we Wrocławiu, Wydział Medycyny Weterynaryjnej, Weterynaria - lekarz weterynarii (1991)Uniwersytet Przyrodniczy we Wrocławiu, Chirurgia weterynaryjna (2007) - studia podyplomoweUniwersytet Przyrodniczy we Wrocławiu, Radiologia weterynaryjna (2013) - studia podyplomowe",lekarz weterynarii,93.52,Niedziela Dorota,KO,,,,,
13-10-2019,Koalicja Obywatelska,9,Łódź,13421,12-11-2019,"poseł VII kadencji, poseł VIII kadencji","Klub Parlamentarny Koalicja Obywatelska - Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni",Łódź,25-10-1969,wyższe,"Uniwersytet Łódzki, Wydział Ekonomiczno-Socjologiczny, Cybernetyka ekonomiczna i informatyka w zakresie przetwarzania danych rach. - magister (1993)Akademia Humanistyczno-Ekonomiczna w Łodzi, Wydział Pedagogiki, wychowanie fizyczne z elementami tańca i aerobiku - magister (2018)",ekonomista,98.1,Niemczyk Małgorzata,KO,,,,,
13-10-2019,Koalicja Obywatelska,41,Szczecin,78513,12-11-2019,"poseł V kadencji, poseł VI kadencji, poseł VIII kadencji","Klub Parlamentarny Koalicja Obywatelska - Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni",Połczyn-Zdrój,26-04-1973,wyższe,"Uniwersytet Szczeciński, Wydział Humanistyczny, Politologia - magister (1998)",parlamentarzysta,89.43,Nitras Sławomir,KO,wiceprzewodniczący klubu,wiceprzewodniczący,,,
13-10-2019,Koalicja Obywatelska,26,Słupsk,88833,12-11-2019,brak,"Klub Parlamentarny Koalicja Obywatelska - Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni",Warszawa,10-05-1975,wyższe,"Polsko-Japońska Akademia Technik Komputerowych, Wydział Informatyki, Informatyka - inżynier (2006)Uniwersytet Warszawski, Wydział Zarządzania, Zarządzanie - magister (2013)Francuski Instytut Zarządzania, MBA (2014) - studia podyplomowe",informatyczka,97.62,Nowacka Barbara,KO,wiceprzewodnicząca klubu,wiceprzewodnicząca,,,
13-10-2019,Koalicja Obywatelska,37,Konin,23693,12-11-2019,"poseł V kadencji, poseł VI kadencji, poseł VII kadencji, poseł VIII kadencji","Klub Parlamentarny Koalicja Obywatelska - Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni",Kwidzyń,22-12-1956,wyższe,"Uniwersytet Gdański, Wydział Humanistyczny, Filologia polska - magister (1979)Wyższa Szkoła Zarządzania i Bankowości w Poznaniu, Public Relations (1999) - studia podyplomoweSzkoła Główna Handlowa w Warszawie, Menager samorządu terytorialnego (2014) - studia podyplomowe",parlamentarzysta,96.64,Nowak Tomasz Piotr,KO,,,,,
13-10-2019,Prawo i Sprawiedliwość,32,Katowice,7574,12-11-2019,poseł VIII kadencji,Klub Parlamentarny Prawo i Sprawiedliwość,Niegowonice,20-07-1951,wyższe,"Politechnika Częstochowska, Wydział Metalurgiczny, Metalurgia Surówki i Stali - magister inżynier (1975)",metalurg,99.71,Nowicka Danuta,PiS,,,,,
13-10-2019,Sojusz Lewicy Demokratycznej,29,Katowice,25767,12-11-2019,posłanka VII kadencji,"Koalicyjny Klub Poselski Lewicy (Nowa Lewica, Razem)",Lublin,21-11-1956,wyższe,"Uniwersytet Warszawski, Polonistyka, Filologia klasyczna - magister (1979)Uniwersytet Warszawski, Wydział Prawa i Administracji, Prawa medycznego, bioetyki i socjologii medycyny (2009) - studia podyplomowe",filolożka klasyczna,97.57,Nowicka Wanda,Lewica,,,,,
13-10-2019,Polskie Stronnictwo Ludowe,14,Nowy Sącz,11499,12-11-2019,brak,"Klub Parlamentarny Koalicja Polska - PSL, UED, Konserwatyści",Limanowa,29-09-1978,wyższe,"Uniwersytet Pedagogiczny w Krakowie, Wydział Politologii, Politologia / Administracja publiczna - magister (2013)",pracownik samorządowy,99.34,Nowogórska Urszula,KP,sekretarz klubu,sekretarz,,,
13-10-2019,Koalicja Obywatelska,27,Bielsko-Biała,46849,12-11-2019,"senator VI kadencji, poseł VI kadencji, poseł VII kadencji, poseł VIII kadencji","Klub Parlamentarny Koalicja Obywatelska - Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni",Wańkowa,23-09-1953,wyższe,"Uniwersytet Śląski, Wydział Pedagogiczno-Artystyczny, Pedagogika - magister (1983)Ośrodek Kształcenia Nauczycieli w Katowicach, Filologia polska (1987) - studia podyplomoweWyższa Szkoła Europejska im. ks. J. Tischnera w Warszawie, Integracja europejska (2004) - studia podyplomoweSzkoła Główna Handlowa w Warszawie, Kolegium Ekonomiczno-Społeczne (2013) - studia doktoranckie",poseł na sejm RP,99.02,Nykiel Mirosława,KO,,,,,
13-10-2019,Sojusz Lewicy Demokratycznej,1,Legnica,4205,12-11-2019,brak,"Koalicyjny Klub Poselski Lewicy (Nowa Lewica, Razem)",Jelenia Góra,08-03-1973,wyższe,"Karkonoska Państwowa Szkoła Wyższa w Jeleniej Górze, Wydział Elektrotechniki i Telekomunikacji, Inżynieria komputerowa - inżynier (2003)Uniwersytet Technologiczno-Przyrodniczy w Bydgoszczy, Wydział Elektroniki i Telekomunikacji, Telekomunikacja - magister (2005)",przedsiębiorca prywatny,97.62,Obaz Robert,Lewica,,,,,
13-10-2019,Prawo i Sprawiedliwość,21,Opole,16066,12-11-2019,brak,Klub Parlamentarny Prawo i Sprawiedliwość,Opole,21-10-1984,wyższe,"Uniwersytet Opolski, Wydział Historyczno-Pedagogiczny, Politologia - magister (2008)Wyższa Szkoła Biznesu w Dąbrowie Górniczej, Master of Business Administration (2018) - studia podyplomoweKrajowa Szkoła Administracji Publicznej IESE Barcelona, Master of Public Administration (2019) - studia podyplomowe",nauczyciel akademicki,98.19,Ociepa Marcin,PiS,,,,,
13-10-2019,Koalicja Obywatelska,33,Kielce,15532,12-11-2019,"poseł VI kadencji, poseł VII kadencji, poseł VIII kadencji","Klub Parlamentarny Koalicja Obywatelska - Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni",Skarżysko-Kamienna,20-05-1972,wyższe,"Katolicki Uniwersytet Lubelski, Wydział Nauk Społecznych, Socjologia - magister (1996)Wyższa Szkoła Handlowa w Kielcach, Organizacja pomocy społecznej (2002) - studia podyplomowe",poseł na sejm RP,95.91,Okła-Drewnowicz Marzena,KO,,,,,
13-10-2019,Prawo i Sprawiedliwość,16,Płock,10327,12-12-2019,poseł VIII kadencji,Klub Parlamentarny Prawo i Sprawiedliwość,Przybojewo,09-12-1961,wyższe,"Uniwersytet Warszawski, Wydział Zarządzania, Zarządzanie - magister (2000)",przedsiębiorca prywatny,98.78,Olejniczak Waldemar,PiS,,,,,
13-10-2019,Koalicja Obywatelska,29,Katowice,7837,12-11-2019,brak,"Klub Parlamentarny Koalicja Obywatelska - Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni",Sosnowiec,18-06-1964,wyższe,"Uniwersytet Śląski, Filologia polska, Filologia - magister (1992)",filolog polski,99.03,Olichwer Tomasz,KO,,,,,
13-10-2019,Prawo i Sprawiedliwość,20,Warszawa,7454,12-11-2019,poseł V kadencji,Klub Parlamentarny Prawo i Sprawiedliwość,Otwock,26-11-1967,wyższe,"Wyższa Szkoła Finansów i Zarządzania w Białymstoku, Wydział Zarządzania i Marketingu, Zarządzanie organizacjami - magister (2006)Wyższa Szkoła Handlu i Usług w Poznaniu, Executive Master of Business Administration (2019) - studia podyplomowe",dyrektor do spraw administracyjnych,99.72,Olszewski Dariusz,PiS,,,,,
13-10-2019,Koalicja Obywatelska,4,Bydgoszcz,35762,12-11-2019,"poseł V kadencji, poseł VI kadencji, poseł VII kadencji, poseł VIII kadencji","Klub Parlamentarny Koalicja Obywatelska - Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni",Bydgoszcz,11-12-1979,wyższe,"Uniwersytet im. Adama Mickiewicza w Poznaniu, Wydział Prawa i Administracji, Zarządzanie i marketing - magister (2003)",ekonomista,94.26,Olszewski Paweł,KO,,,,,
13-10-2019,Prawo i Sprawiedliwość,34,Elbląg,5886,28-05-2021,"poseł IV kadencji, poseł V kadencji, poseł VIII kadencji",Klub Parlamentarny Prawo i Sprawiedliwość,,25-12-1955,wyższe,"Akademia Rolniczo-Techniczna w Olsztynie, Wydział Rolny, Rolnictwo - inżynier (1982)",rolnik,96.86,Ołdakowski Adam,PiS,,,,,
13-10-2019,Prawo i Sprawiedliwość,16,Płock,14111,12-11-2019,"poseł V kadencji, poseł VI kadencji, poseł VII kadencji, poseł VIII kadencji",Klub Parlamentarny Prawo i Sprawiedliwość,Warszawa,24-09-1976,wyższe,"Uniwersytet Warszawski, Wydział Dziennikarstwa i Nauk Politycznych, Nauki polityczne - magister (2003)Uniwersytet Warszawski, Bezpieczeństwo Narodowe (2004) - studia podyplomowe",politolog,100.0,Opioła Marek,PiS,Powołany na funkcję wiceprezesa Najwyższej Izby Kontroli,,,,27-11-2019
13-10-2019,Koalicja Obywatelska,8,Zielona Góra,11619,12-11-2019,poseł VIII kadencji,"Klub Parlamentarny Koalicja Obywatelska - Platforma Obywatelska, Nowoczesna, Inicjatywa Polska, Zieloni",Świebodzin,17-11-1980,wyższe,"Wyższa Szkoła Handlu i Prawa w Warszawie, Wydział Prawa, Prawo - magister (2004)",radca prawny,98.34,Osos Katarzyna,KO,,,,,
13-10-2019,Prawo i Sprawiedliwość,13,Kraków,12150,12-11-2019,"poseł VI kadencji, poseł VII kadencji, poseł VIII kadencji",Klub Parlamentarny Prawo i Sprawiedliwość,Olkusz,28-08-1958,wyższe,"Akademia Górniczo-Hutnicza w Krakowie, Wydział Mechaniczny, Budowa maszyn - inżynier (1988)",parlamentarzysta,99.53,Osuch Jacek,PiS,,,,,
